report_id,evidence,recommendation
nv2017_sub,"Issue #3: Providing complete payment histories for all placement types
During the review, federal staff discovered that the payment history reports submitted for
purposes of the IVE review did not reflect the actual amounts paid on behalf of the title IV-E
eligible children placed in Kids Kottage, a Washoe County placement facility. The amounts
were inaccurate or missing altogether. This information was learned prior to the review as the
federal team, including Office of Grants Management partners, reviewed the placement and
payment histories. The team had assumed that three of the cases with Kids Kottage placements
only in the PUR may have needed to be dropped from the sample because no title IV-E payment
was noted in the payment history provided. The state later produced separate documentation to
show that title IV-E payments were in fact claimed on behalf of those youth. In addition, during
the week of the review Washoe County walked through the process that it uses to claim title IV-
E costs for youth placed in this facility. The County uses a manual system to calculate and bill
for title IV-E. This includes the use of different spreadsheets to calculate the total claimable
amounts. The manual process creates uncertainty as to the accuracy and integrity of the data and
reliability of the title IV-E claims made.
Payments for all other placements are generated by using information from UNITY. Title IV-E Requirement:
Consistent with regulations at 45 CFR 1356.71(b)(2) the state must provide ACF with a
complete payment history for each of the sample and over sample cases. All payments in the
payment history should include:
• the invoice number
• the date of the invoice
• the amount paid and activity covered
• the type of activity and funding source
• the date of payment
• the date of payment adjustment and period covered
• the child’s name and case number and
• the provider’s name and number","Recommended Corrective Action:
The CB recommends that the state immediately modify the process of calculating, documenting,
and tracking claims made for payments on behalf of eligible title IV-E children placed in Kids
Kottage so they are consistent with all other placement types.
It was also noted during this review that a vast number of children, including infants, are placed
in Kids Kottage as the initial placement setting when entering foster care. While the state
informed us the number of placements in Kids Kottage was declining, we caution the state about
the overuse of congregate care and encourage the state to continue its efforts to reduce these
types of placements for children except when necessary to provide short-term supervision and
structure or to ensure safety. Research indicates that children, especially those ages 12 and
9
under, should be placed in the least restrictive, most family-like setting possible with adults who
are constant participants in their lives in order to develop healthy, secure attachments. Children
who live in congregate care settings are at greater risk of developing physical, emotional and
behavioral problems which lead to less desirable outcomes. We remind the state that Nevada is
scheduled for its Child and Family Services Review (CFSR) in FY 2018. During that review,
among other things, the CB will assess the extent to which children are stable in their placements
and whether placements are made to meet their needs. The broad use of residential care settings,
especially with the very young, will be subject to greater scrutiny at that time."
ny2018_sub,"Issue #1: Foster Family Homes and Safety Requirements
In error cases # 20 and #74, and non-error cases #40, #48 and #72 foster care maintenance
payments were claimed for the period a child was placed with an unlicensed foster family
provider. Also in error case #74, the safety requirements were not completed for the foster family
provider. The state claimed title IV-E for the period prior to the home meeting the licensing or
safety requirements to become fully licensed as a foster family home.
6 | P a g e
It is the state policy that the foster home in which the child is placed must be fully certified,
approved or licensed. Once the foster home is fully certified or fully approved, the child’s
eligibility case must contain: (1) a copy of the CONNECTIONS certificate to board children or
approval letter indicating that the foster care facility has been fully certified or approved for the
duration of the child’s foster care placement; (2) the criminal history record summary and
fingerprinting results letter and safety assessments where there was a result other than “no
record” for all household members 18 years of age and older; (3) result of the State Central
Register data-base check; and (4) clearance result of the Staff Exclusion List. Title IV-E Requirement: Federal provisions at §§472(b) and (c) of the Act and 45 CFR
§§1356.71(d)(1)(iv) and 1355.20 permit FFP for the costs of foster care maintenance for
otherwise eligible children placed in licensed or approved foster family homes or childcare
institutions. These federal provisions require the child’s foster care setting be fully licensed or
approved in accordance with the state’s licensing standards where the foster family home is
located and before title IV-E foster care maintenance payments are claimed on behalf of a child
placed in the foster family home or childcare institution.
Further, §471 (a)(20)(A) of the Act require the state to conduct criminal background checks,
including fingerprint-based checks of the national crime information databases, as a condition of
licensure for prospective foster parents. Title IV-E foster care maintenance payment may be paid
on behalf of an otherwise eligible child only once the criminal records check has been
completed, the records reveal that the parents did not commit any prohibited felonies in §471
(a)(20)(A)(i) and (ii) of the Act, and the foster family home is fully licensed.","Recommended Corrective Action: The state should continue to ensure that staff is fully trained
and understand that all state licensing criteria must be met prior to claiming title IV-E
maintenance payments on behalf of a child placed in the foster care setting. As noted in the 2011
and 2015 title IV-E Review reports, implementing quality assurance reviews of foster family
home licensing records would assist in identifying any lapses in the necessary licensing
documentation and background checks for foster family providers. The state should also include
in its title IV-E eligibility determination process elements to review for licensing and safety
documentation and to prevent title IV-E claiming when one of these licensing requirements is not
met. These measures also will reduce placing children at risk in unlicensed foster care homes."
ny2018_sub,"Issue #2: Underpayments and Overpayments
In sample cases #17, #53, # 61, and #62, the state did not claim title IV-E funds for the first
months of the eligible child’s placement in a foster family home that met the licensing and safety
requirements for the entire period. Many of the underpayments were the result of internal
systemic issues. For example, when payment authorizations were entered in the state Welfare
Management System (WMS) by staff, payments were incorrectly posted to other funding
sources. The WMS is a system which receives, maintains and processes information for on
persons who have applied for or been determined eligible for benefits under New York’s social
service programs. Sample case #61 was improperly paid due to a data entry error. The state
explained the casework intended to cancel the regular service payment for an incorrect period of
11/01/2017 – 11/08/2017, which created an underpayment as well as a duplicate payment for the
same month. We recommend the state implement a quality assurance process that monitors and
ensures data quality.
7 | P a g e
In sample cases #7 and #OS3, the state improperly claimed the title IV-E foster care maintenance
payment for the month prior to the judicial determination regarding contrary to the welfare
and/or reasonable efforts to prevent removal. Payments claimed for these periods are ineligible. Title IV-E Requirement: Title IV-E maintenance payments may not be claimed before the
month an eligibility requirement is met for a child, including the provider licensing or safety
requirement. Under §472 of the Act and CB policy issuance ACYF-CB-PIQ-91-05, title IV-E
maintenance payments may be claimed from the first day of the foster care placement in the
month in which all title IV-E eligibility criteria are met. In addition, federal provisions at 45 CFR
1356.60 (a)(1)(i) permits title IV-E foster care payments for the cost of providing certain
expenditures covered within the federal definition of foster care maintenance at section 475 (4)
of the Act. The CB Child Welfare Policy Manual at section 8.3.B.1 provides additional guidance
around qualifying expenditures covered under the title IV-E program.","Recommended Corrective Action: The state must review its payment systems to determine
whether adequate financial controls and edits are in place and properly functioning to ensure
correct payments for allowable program costs for eligible children. In addition, staff should be
trained on payment codes and when payments can be claimed. A quality assurance process
would help to reduce or eliminate underpayments and increase the state’s ability to maximize
reimbursements for allowable costs of care for eligible children by using funding under title
IV-E. A quality assurance process also would help minimize improper claiming of title IV-E
foster maintenance payments."
pa2016_sub,"Issue: Judicial determination of reasonable efforts to prevent removal
One (1) case was in error because foster care maintenance payments were claimed for the entire
foster care episode which included the PUR when a judicial finding of reasonable efforts to
prevent removal had not been made. The agency had been providing services to the family as an
in-home case with judicial oversight; the child was removed from the home through a
“Permanency Review Order” and placed in foster care on March 4, 2014. A judicial
determination that the agency made reasonable efforts to prevent removal was not made within
60 days of removal. Title IV-E maintenance payments were improperly claimed for the entire
foster care episode. Title IV-E Requirement: As specified in sections 471(a)(15)(B) and 472(a)(2) of the Act, for the
purpose of title IV-E a judicial removal must include a determination to the effect that the title
IV-E agency has made reasonable efforts to prevent the removal of the child from the specified
relative or that reasonable efforts are not necessary prior to removal. For a child removed after
March 27, 2000, the judicial determination to the effect that reasonable efforts to prevent
removal have been made (or are not required) must be obtained no later than 60 days from the
date the child is removed from the specified relative. If the judicial determination is not made
within 60 days as prescribed in federal regulations, the child is ineligible for the entire foster care
episode. [45 CFR § 1356.21(b)(1)(ii).]","Recommended Corrective Action: State eligibility determination staff should ensure that a
judicial determination of reasonable efforts to prevent removal is documented in a court order, or
court transcript, within 60 days of a child’s removal in determining title IV-E eligibility.
Particular attention should be directed toward cases in which the child is removed from a home
receiving in-home services with judicial oversight. Court orders need to be clear and specify
reasonable efforts to prevent removal findings. It is recommended that OCYF continue to
collaborate with the CIP to provide guidance and training to judges, masters, and other court
personnel that court orders need to include specific case-level information regardless of the
nature of the court proceeding."
pa2016_sub,"Issue: Judicial determination of it is contrary to a child’s welfare to remain in the home. In
several cases reviewed the first court ruling sanctioning removal of a child was a verbal order.
Confirmation that a judicial determination was made in that ruling that it was contrary to the
welfare of the child to remain in the home was documented in a subsequent written order.
Though no cases were found to be in error for this reason, the contrary to welfare finding was
not consistently clearly documented. While the subsequent written court order in some cases
reviewed explicitly documented the contrary to welfare finding, in other cases this finding was
more generally referenced but not affirmatively cited Title IV-E Requirement: The judicial determination regarding contrary to welfare must be made
in the first court ruling that sanctions, even temporarily, the child’s removal from home [45 CFR
1356.21(c)]. If the judicial determination is not made in the first court ruling pertaining to that
removal from home, this eligibility requirement is not met and the child is ineligible under title
IV-E for the entire foster care episode.","Recommended Corrective Action: The OCYF should collaborate further with the Pennsylvania
CIP coordinator to develop procedures to ensure a determination that it is contrary to the welfare
of a child to remain in the home is made and fully documented in the first court ruling
sanctioning a child’s removal. Particular attention should be given to processes to document the
judicial finding when the first ruling is a verbal order. During the onsite phase of this review
there were numerous cases in which the judicial contrary to welfare finding was made in a verbal
order sanctioning the removal of a child and documentation of that judicial finding was included
in a subsequent written order. In some cases, however, the ruling was not affirmatively cited in
the written order. Processes for more clearly and consistently documenting that an explicit
judicial finding was made in a verbal order would assist eligibility staff in determining title IV-E
eligibility for a child removed through a verbal order"
pa2019_sub,"Issue #1: Responsibility for placement and care is vested with state agency
Two (2) cases reviewed were found to be in error based on foster care maintenance payments being
made for the PUR (and included prior periods) when the county child welfare agency did not have
responsibility for placement and care of the child. Title IV-E Requirement
Section 472(a)(2)(b) of the Act requires that the responsibility for placement and care of a child be
with the state agency administering the title IV-E plan approved under Section §471 of the Act, or
another public agency with whom the state agency has a written agreement in effect. For the purpose
of the IV-E Review, the state agency must present documentation in a court order or voluntary
placement agreement of the agency’s responsibility for placement and care of the child for the entire
period under review.","Recommended Corrective Action
In one case (#8) reviewed and found to be in error for this reason, the county child welfare agency
shared case management responsibilities with the juvenile probation office (JPO). The state indicated
Pennsylvania 2019 Title IV-E Foster Care Eligibility Review Page 4
the county had limited experience with shared case management cases, and did not make the intended
selection for placement and care responsibilities in preparing the court order. According to state
policy, county agencies are the sole authorities that maintain placement and care responsibility for
children in foster care. Therefore, the county child welfare agency does not have a written agreement
with the JPO that permits the JPO to perform placement and care responsibilities under title IV-E.
Another case (#39) was found to be in error due to continued claiming following the discharge of
placement and care from the agency to a guardian. The state continued to claim FFP until the court
order was subsequently signed by the judge the following month, though the judicial finding
relinquishing the agency’s custody had been made during an earlier hearing and so was in effect at
that time according to state policy.
The DHS should provide targeted technical assistance to the counties to ensure staff have the
appropriate training on title IV-E requirements and state policies. Further guidance should be
provided on ensuring processes are in place for reviewing critical forms impacting court orders"
pr_2019_ive_final_report,"Issue #1: Judicial Determinations Regarding Reasonable Efforts. Two cases were in error
because they did not meet these judicial determination requirements. One case, Sample #41,
lacked a judicial determination of reasonable efforts to prevent removal. A second case, OS #9,
lacked a judicial determination of reasonable efforts to finalize a permanency plan Title IV-E Requirement: The provisions at §472(a)(2)(A) of the Act require the title IV-E agency
to obtain judicial determinations that it has made reasonable efforts (1) to maintain the family
unit and prevent the unnecessary removal of a child from the home, as long as the child’s safety
is ensured and (2) to make and finalize a permanency plan in a timely manner. The judicial
determinations that the title IV-E agency has made necessary and reasonable efforts to prevent
the child’s removal from the home from which he or she is judicially removed, and has made
reasonable efforts to finalize a permanency plan are eligibility criteria. The reasonable efforts
determinations must be explicitly stated in the court order (or transcript of the court proceeding).","Recommended Corrective Action: There are only two errors, neither of which appear to reflect
systemic problems. The ADFAN will continue to work with Puerto Rico’s Court Improvement
Program (CIP) to improve quality of court practice and documentation, with a specific focus on
judicial determinations regarding reasonable efforts to prevent removal and reasonable efforts
to finalize a permanency plan. The ADFAN and the CIP should develop and implement training
for child welfare staff and court personnel with the support of CB. Training will emphasize the
importance of all judicial determinations at removal and on an ongoing basis insofar as they
impact title IV-E as eligibility criteria. Once the training has been delivered, ADFAN should, with
CB support, develop a plan to monitor performance to implement improvements across Puerto
4
Rico’s programs and courts. Based upon the results of monitoring, ADFAN will implement
corrective action that will include providing technical assistance to courts in need of support."
pr2016_sub,"Issue: Safety Requirements for Foster Family Homes and Institutions
For all sample cases during the PUR, foster care maintenance claims were only made
once all licensing and safety requirements were fulfilled. However, sample case 74 was
deemed a non-error case with ineligible payments outside of the PUR for a child placed
in a child care institution. The appropriate documentation of background checks and
other fingerprint-based safety checks required by Puerto Rico was not provided for the
caregiver staff of the childcare institution. 471(a)(20)(A) of the Act and 45 CFR § 1356.30 require title IV-E agencies to examine
the potential safety risks posed to the child by a foster care provider.","Moving forward,
the Children’s Bureau strongly recommends that any and all placement settings in
Puerto Rico satisfactorily meet both the federal and territory licensing and safety
requirements prior to a child entering a placement. This will ensure that a child is not in
a foster care placement where the potential caregiver has caused or may cause harm to
a child. Safety requirements also must be met prior to any claims for FFP of foster care
maintenance payments Puerto Rico submits on behalf of an otherwise eligible child."
ri2016_sub,"Issue: As noted in the chart above, for nine (9) sample cases DCYF improperly claimed costs
for family preservation and/or family support services for children in foster care as title IV-E
foster care maintenance payments at the state’s FMAP rate for periods before and during the
4
PUR. These services had been incorrectly coded as reimbursable under title IV-E. As a result of
our onsite discussion, Rhode Island will no longer use these service categories for title IV-E
maintenance costs and will continue to review past claims to determine whether these categories
were used. If these service categories were used, Rhode Island will adjust their claims
retroactively and submit this documentation through the required claims reporting process. Title IV-E Requirement:
Section 475(4) of the Act defines ""foster care maintenance payments"" as payments to cover the
cost of (and the cost of providing) food, clothing, shelter, daily supervision, school supplies, and
a child's personal travel to the child's home for visitation. Family preservation services and
family support services are not allowable maintenance payment items under title IV-E.
The federal regulation at 45 CFR 1356.60(a)(1)(i) provides that title IV-E federal financial
participation is available for states under an approved title IV-E state plan for allowable costs.
These allowable costs under foster care maintenance payments are defined in section 475(4) of
the Act in accordance with 45 CFR 1356.20 through 1356.30 and section 472 of the Act. Title
IV-E foster care maintenance does not allow for costs utilized for family preservation services or
family support services.","Recommended Corrective Action:
The Children’s Bureau recommends that DCYF continue to monitor the coding of title IV-E
costs to ensure claims are submitted in the appropriate cost category and at the appropriate match
rate. The state may also choose to review the disallowed title IV-E foster care maintenance
payments and charge expenses to title IV-B, subpart II in accordance with the agency’s approved
cost allocation plan."
sc2015_sub,"Issue #1: A judicial determination of contrary to the welfare was not made in the first order that
sanctions the removal of the child from the home. This case was found to be in error because the
court order did not contain explicit finding to the effect that it was contrary to the welfare, or in
the best interest, of the child to remain in his home. While the court order described details of the
situation preceding the child’s removal, it was left to the reviewer to infer that child was
removed on these bases, rather than a definitive finding from the court explicitly stating that it
was contrary to the welfare of the child to remain in the home. Title IV-E Requirement: A child’s judicial removal from the home must be the result of a
judicial determination to the effect that continuation in the child in the home is contrary to the
child’s welfare, or that placement in foster care is in the child’s best interests. [§472(a)(2)(A) of
5 | SC IV-E Final Report
the Act]. The judicial determination must be explicitly stated in the court order (or transcript of
the court proceeding).","Recommended Corrective Action: The requisite judicial determination must be made in the first
order sanctioning the child’s removal from his/her home. While this type of error does not seem
to be a systemic issue, we recommend that model court orders that courts are currently utilizing
be reviewed to ensure that the requisite finding is expressly contained within them."
sc2015_sub,"Issue #2: Safety requirements were not satisfactorily met for caregiver staff of the childcare
institution. The above mentioned case was also in error because the group home facility where
the child resided hired a person who was listed on the SC child abuse and neglect registry and
was working at the facility during the time the child was in care there, including during the PUR. Title IV-E Requirement: Consistent with 45 CFR 1356.30(f), the title IV-E agency must provide
evidence that safety considerations with respect to the caregiver staff of the childcare institution
have been addressed in accordance with the requirements of the state where the childcare
institution is located. Accordingly, the CB looks to the governing state provisions to determine
how to review for safety considerations. For purposes of the title IV-E eligibility review, the
documentation must verify that all of the governing safety requirements were met prior to the
title IV-E maintenance payments being made on behalf of an eligible child in the childcare
institution during the PUR.","Recommended Corrective Action: The state has in place a centralized licensing process to
ensure that all licensing standards are met, including a process to alert the IV-E eligibility unit
when licensing standards are not met for a foster family home or childcare institution. The state
should continue these efforts, as well as review the licensing oversight process to determine if
additional checks and balances are required. State agency licensing staff have advised CB of
their intention to review the design and format of the existing clearance form and implement
changes that will make it easier for staff to identify the results of a registry check for prospective
employees. The state should also consider providing training and technical assistance to
childcare facility staff to ensure that the facility administrative staff are knowledgeable about the
safety requirements."
sc2015_sub,"Issue #3: Improper Payments. In two (2) non-error cases it was determined that the state made
title IV-E payments on behalf of the same child, for the same days in two different foster care
placements. In another non-error case it was determined that title IV-E payments continued to be
made to the foster care provider after the child had been discharged from foster care. The final
non-error case was cited due to duplicate title IV-E payments being made to the same provider
for the same activity period. Title IV-E Requirement: An improper payment is any title IV-E foster care maintenance
payment that should not have been made or that is made in an incorrect amount under a
requirement applicable to title IV-E. Incorrect amounts are overpayments, duplicate payments,
erroneous and otherwise ineligible payments and underpayments.","Recommended Corrective Action: The state uses both an automated process [through Statewide
Automated Child Welfare Information System (SACWIS), also known as Child and Protective
6 | SC IV-E Final Report
Services System (CAPSS)] and a manual process to make and track foster care maintenance
payments. The manual process is used for certain group home payments and appears to be
tedious and entails a great deal of paperwork. Regardless of the system used by the state,
internal fiscal controls are required. South Carolina should review its payment systems to
determine whether adequate financial controls and edits are in place and properly functioning to
prevent payments for ineligible children or unallowable program costs. The internal fiscal and
program controls should also alert the state when a child’s placement changes to an ineligible
placement setting and when duplicate payments are made for the same child and same service
type for the same time period. The state is in the process of developing new enhancements to its
automated system (CAPSS) that will include a payment component. The review team was
advised that these changes will be completed by July 1, 2015. The CB Division of State Systems
will continue to work with South Carolina in the development of a SACWIS-compliant system."
sc2015_sub,"Issue #4: Correct coding of AFCARS data element 59. Four cases were excluded from the
original sample and replaced with cases from the oversample. Discussions with state staff and an
examination of case documentation confirmed elimination of these cases from the sample was
necessary because a title IV-E maintenance payment was not made in the cases for activities
during the PUR. State agency officials indicated the cases were incorrectly coded for title IV-E
maintenance instead of the correct funding source in a timely manner. Title IV-E Requirement: The case sample and oversample drawn for review consist of cases of
individual children with a “1” coded in AFCARS data element 59, ""Sources of Federal Financial
Support/Assistance for Child”, for the six-month reporting period of the PUR. As provided for
in Appendix A of 45 CFR §1355.40, AFCARS element 59 is coded as “1” to indicate title IV-E
foster care when title IV-E foster care maintenance assistance is the applicable source of income
for the child’s care at any time during the six-month AFCARS period for a child meeting all title
IV-E eligibility criteria. Element 59 is coded as “0” when title IV-E foster care maintenance
payments are not the applicable income source for the child’s care.","Recommended Corrective Action: The validity of the sample and oversample is dependent on
the accuracy of the title IV-E agency’s reporting of AFCARS foster care data element 59
(FC59). The CB recommends the title IV-E agency ensures a child’s eligibility status and a
child’s living arrangements are entered timely. Additionally, the agency’s information system
must properly identify changes in a child’s eligibility status and any updates also must be
completed in a timely manner. Without the correct information about the child’s eligibility
status and living arrangement and the system properly identifying changes in these, the
extraction code cannot properly identify whether FC59 applied (code value 1) or did not apply
(code value 0) at any point in the report period being extracted. Staff training and data
monitoring should be conducted on a regular basis to ensure the system accurately reflects the
correct funding source for the child."
sc2018_sub,"Issue #1: Safety requirements were not satisfactorily met for foster parents in which children
were placed prior to the PUR and during the PUR. One (1) error case and three (3) non-error
cases have ineligible payments as a result of the agency not being able to provide documentation
that the criminal records check (CRC) was completed to support the state’s claim for a period of
the child’s placement. The timeframes in question occurred prior to and during the PUR. Title IV-E Requirement: Consistent with 45 CFR 1356.30(a) (b), the title IV-E agency must
provide documentation that criminal record checks have been conducted with respect to
prospective foster and adoptive parents. The title IV-E agency may not approve or license any
prospective foster or adoptive parent, nor may the title IV-E agency claim FFP for any foster
care maintenance or adoption assistance payment made on behalf of a child placed in a foster
home operated under the auspices of a child placing agency or on behalf of a child placed in an
adoptive home. The state, to support the FFP claim, must clearly document that: (1) a criminal
record check is completed, which includes for applicable foster parents a check of the National
Crime Information Databases; (2) the foster parent has not been convicted of any of the
prohibited felonies listed under § 471(a)(20)(A)(i) and (ii) of the Act; and (3) title IV-E
maintenance payments are not made for a period prior to all of these conditions being met.","Recommended Corrective Action: The state must take steps to ensure all required criminal
background checks are completed on foster parents and CCI staff caring for children, in
particular for children on whose behalf title IV-E foster care maintenance payments are made.
South Carolina also should review its licensing and record-keeping practices to ensure that
sufficient oversight of licensed homes and licensing decisions are appropriately documented.
Most importantly, when using documentation other than the actual results of the CRC, the state
needs to ensure documentation provided clearly contains (1) the date the CRC is completed, (2)
the name of the foster parent on whom the CRC is completed, (3) whether the foster parent has
convictions of prohibited felonies, (4) the evidence reviewed, and (5) the name of the individual
performing the check. During the review week, the CB IV-E Review team leaders met with the
state IV-E supervisory staff, agency attorney, and FBI liaison to discuss how the CRCs are
managed and documented for CCI staff. It was suggested that the agency begin managing and
maintaining all documentation of the CRCs versus relying on the CCIs and group homes to
maintain the record checks."
sc2018_sub,"Issue #2: Responsibility for placement and care of a child vested with the state agency. In two (2)
of the error cases and one (1) non-error case it was determined title IV-E payments were claimed
for ineligible periods. In the three (3) cases, the children had returned home and foster care
maintenance payments were claimed even though the agency no longer had placement and care
responsibility of the children during the period of the claim Title IV-E Requirement: Section 472(a) (2) of the Act requires that the responsibility for
placement and care of a child be vested with the state agency administering the title IV-E plan
approved under section 471 of the Act, or any other public agency with which the state agency
has a written agreement in effect. The state agency must present documentation during an IV-E
Review that it has responsibility for placement and care of the child for the entire period for
which title IV-E maintenance payments are claimed during the foster care episode. The court
order or voluntary placement agreement must indicate that the agency has this responsibility","Recommended Corrective Action: The state should determine the reason claims for title IV-E
maintenance payments continued beyond the eligibility period and develop a corrective action
plan to prevent improper payments from occurring. In addition, the Children’s Bureau suggests
the state put in place a quality assurance system to monitor accuracy of eligibility determination
and claiming processes. This will allow staff to ensure determinations are completed and
updated with the most recent supporting information"
sc2018_sub,"Issue #3: Timeliness of Judicial Determinations Regarding Reasonable Efforts to Finalize a
Permanency Plan. One (1) non-error case had an ineligible payment because the judicial
requirement of “reasonable efforts to finalize a permanency plan” was not obtained within the
required twelve-month period. The state agency continued to claim title IV-E maintenance
payments after the twelve-month period had lapsed. A court order or court transcript with the
finding of reasonable efforts to finalize permanency plan was not obtained prior to the end of the
IV-E Review. Title IV-E Requirement: For a child who is judicially removed and remains in foster care for 12
months or more, federal provisions at §472(a)(2)(A) of the Act and 45 CFR §1356.21(b)(2)
require the state to obtain a judicial determination of whether the state has made “reasonable
efforts to finalize a permanency plan” for the child. The judicial finding must occur at regular
12-month intervals for the duration of the foster care episode and no later than 12 months from
the month in which the prior determination is obtained. If the judicial determination of
“reasonable efforts to finalize” is not made or is not timely, the child becomes ineligible from the
beginning of the first month after it is due and remains ineligible until the judicial determination
is made.","Recommended Corrective Action: The state has struggled with obtaining and documenting
timely judicial findings in each of its IV-E Review conducted to date, except the 2012 one. The
state should increase its efforts to develop and implement procedures to ensure timely judicial
determinations of “reasonable efforts to finalize the permanency plan” in addition to judicial
findings regarding agency efforts to prevent the removal and whether it is contrary to the child’s
welfare to remain in the home. The accuracy and reliability of eligibility determinations
generally are increased through training of the judiciary and other court officials to correct delays
in judicial findings as well as to secure court orders that reflect title IV-E criteria on legal
authority, best interests and reasonable efforts. Staff training will help to ensure workers make
eligibility decisions based on the correct elements needed for compliance and to eliminate the
authorization of payments prior to establishing compliance with requirements. In addition, the
Children’s Bureau suggests the state put in place a quality assurance system to monitor accuracy
of eligibility determination and claiming processes"
sc2018_sub,"Issue #4: Removal from a Specified Relative. In one (1) error case, the child was living with and
judicially removed from a family friend Title IV-E Requirement: To qualify for title IV-E, a valid removal of the child from a specified
relative must occur for the most recent foster care episode. A specified relative may be a parent
or any relation by blood, marriage, or adoption who is within the fifth degree of kinship to the
child. [45 CFR § 233.90(c)(1)(v)] The eligibility determination is based on the home of the
parent or other specified relative who is the subject of the judicial finding of “contrary to the
welfare” or who enters into the voluntary placement agreement with the state agency","Recommended Corrective Action: Several court orders read for sample case 6 during and after
the on-site IV-E Review had court hearing dates and removal dates that conflicted with other
court orders in the case.. The state should revisit and strengthen procedures to ensure court
orders accurately reflect rulings made during court proceedings. Agency staff must resolve
questions about removal dates, court findings, the agency’s legal custody and other issues
affecting eligibility and must ensure the resolution is based on explicit documentation before a
decision is made about eligibility. The agency should ensure that staff is trained to understand
the judicial determination and documentation requirements and the linkage to determining the
AFDC removal home for title IV-E eligibility."
sd2018_sub,"Issue #1: Reviewers found that in one case contrary to the welfare and reasonable efforts to
prevent placement judicial determinations were not made. Title IV-E Requirement: The judicial determination regarding contrary to the welfare must be
made in the first court ruling that sanctions, even temporarily, the child’s removal from the
home. The first court ruling refers to the judicial order that stems from the first court proceeding
on the child’s removal. If the judicial determination is not made in the first court ruling
pertaining to that removal from the home, this eligibility requirement is not met. The judicial
determination to the effect that reasonable efforts to prevent removal have been made (or are not
required) must be obtained no later than 60 days from the date the child is removed from the
specified relative. The “clock” for the 60-day period begins the day after the child is physically
removed. If the child is constructively removed, the “clock” begins on the date the court
sanctions the removal. If the eligibility criterion is not satisfied within the time frame prescribed
in the Federal regulations, the child is ineligible for the entire foster care episode","Recommended Corrective Action: The requisite findings must be obtained as prescribed in
federal mandates to claim IV-E regardless of the removal circumstances"
sd2018_sub,"Issue #2: Reviewers found that documentation concerning whether the child was deprived of
parental care and support was difficult to discern in some cases. Specifically, reviewers noted
4 | P a g e
that some AFDC worksheets did not include a place for a worker to detail whether the child was
deprived of parental care and the basis for such a determination. Title IV-E Requirement: During the title IV-E eligibility review, the title IV-E agency must
document for the most recent foster care episode that the child is financially needy and deprived
of parental support or care during the month of the child’s removal from home in accordance
with a judicial order or voluntary placement agreement","Recommended Corrective Action: We understand that South Dakota already has modified its
AFDC worksheet to ensure that all of the relevant requirements are addressed and that workers
are considering all aspects of AFDC eligibility"
sd2018_sub,"Issue #3: Correct coding of AFCARS data element 59. Nine cases were excluded from the
original sample and replaced with cases from the oversample. Discussions with state staff and an
examination of case documentation confirmed elimination of these cases from the sample was
necessary because a title IV-E maintenance payment was not made in the cases for an activity
that occurred during the PUR Title IV-E Requirement: The case sample and oversample drawn for the IV-E Review consist
of cases of individual children with a “1” coded in AFCARS data element 59, ""Sources of
Federal Financial Support/Assistance for Child”, for the six-month reporting period of the PUR.
Appendix A of 45 CFR §1355.40 provides that AFCARS element 59 is coded as “1” to indicate
title IV-E foster care when title IV-E foster care maintenance assistance is the applicable source
of income for the child’s care at any time during the six-month AFCARS period for a child
meeting all title IV-E eligibility criteria. It is not linked to when the title IV-E agency claims title
IV-E or when it reimburses counties","Recommended Corrective Action: Validity of the sample and oversample is dependent on the
accuracy of the state title IV-E agency’s reporting of AFCARS foster care data element 59
(FC59). The Children’s Bureau recommends the state ensures that it is reporting element 59
correctly to reflect when a title IV-E activity has occurred, as opposed to when the agency
submits reimbursement or reimburses its counties"
